step,action
0,23
1,9
2,9
3,9
4,27
5,27
6,5
7,38
0,23
1,9
2,35
3,26
4,27
5,28
0,23
1,9
2,28
3,14
4,14
0,23
1,9
2,37
3,37
4,39
5,27
6,37
0,23
1,9
2,39
3,26
4,37
5,27
6,27
7,27
8,39
9,27
0,23
1,9
2,37
3,38
4,14
5,39
6,4
7,39
0,30
1,9
2,9
0,23
1,9
2,14
3,26
4,39
5,16
6,37
7,23
8,37
9,26
10,27
11,37
12,38
13,38
14,39
0,9
1,23
2,18
3,16
4,6
0,24
1,9
2,26
3,15
4,27
5,26
6,28
7,21
0,27
1,14
0,23
1,9
2,7
3,37
4,7
5,24
0,23
1,24
2,26
3,23
0,23
1,9
2,26
3,31
4,16
5,16
6,39
0,23
1,15
2,9
3,2
0,23
1,9
2,26
3,9
4,28
5,29
6,16
7,27
8,16
9,23
10,39
11,5
0,23
1,23
2,9
3,26
4,24
5,27
6,27
7,27
8,27
9,38
10,37
11,28
0,1
1,9
2,37
3,14
4,28
5,38
0,24
1,9
2,26
3,37
0,23
0,9
1,23
2,37
3,24
4,9
5,38
6,37
7,27
8,37
9,27
10,39
0,23
1,9
2,29
3,23
4,24
5,16
6,14
0,23
1,9
2,26
3,26
4,39
5,27
6,14
7,16
8,39
9,28
10,27
11,26
0,23
1,24
2,9
3,23
4,5
5,37
6,23
7,15
8,39
9,14
10,5
11,37
12,1
13,23
14,14
15,39
0,23
1,23
2,9
3,9
4,9
5,29
6,27
7,9
8,38
9,16
10,5
11,38
12,27
13,27
14,39
0,23
1,9
2,9
3,27
4,27
5,38
6,23
7,27
8,39
9,16
10,27
11,27
12,27
13,23
14,18
15,13
16,39
0,23
1,23
2,27
3,38
4,1
0,23
1,9
2,23
3,16
4,16
5,38
6,39
7,27
8,37
9,15
10,16
0,26
1,23
2,23
0,23
1,23
2,23
3,9
4,9
5,23
6,29
7,37
8,27
9,29
0,23
1,9
2,9
3,9
4,18
5,15
6,37
7,29
8,26
9,27
10,11
11,38
12,23
13,38
14,15
15,4
16,16
0,23
1,23
2,9
3,27
4,1
5,26
6,26
7,36
8,36
9,14
10,39
11,37
12,9
0,23
1,9
2,23
3,9
4,27
5,27
6,23
7,23
0,23
1,23
2,9
3,27
4,14
5,29
6,24
7,5
8,24
0,23
1,24
2,9
3,37
4,37
5,16
6,9
7,16
8,9
9,16
10,16
11,14
0,23
1,9
2,23
3,37
4,27
0,23
1,23
2,9
3,24
4,16
5,26
6,4
7,28
8,9
9,13
0,24
1,9
2,23
0,23
1,9
2,38
3,26
4,9
5,5
6,26
0,9
1,24
2,5
3,27
4,27
0,23
1,9
2,29
3,9
0,23
1,23
2,9
3,9
4,23
5,26
6,39
7,6
8,37
9,23
10,27
11,0
12,27
13,27
14,39
15,14
16,14
17,37
18,23
0,23
1,9
2,24
3,24
4,1
0,23
1,9
2,27
3,27
4,26
5,14
6,23
7,37
8,24
9,14
10,8
0,23
1,9
2,23
3,9
4,23
0,1
1,9
2,24
3,23
0,24
1,9
2,9
3,23
4,9
5,15
6,14
7,14
8,37
9,27
10,14
0,23
1,9
2,15
3,16
4,37
0,23
1,23
2,24
3,39
4,14
0,23
1,23
2,9
3,9
4,26
5,38
6,37
7,16
8,14
0,23
1,23
2,9
3,23
4,39
5,27
6,14
7,27
0,23
1,23
2,9
3,37
4,27
5,37
6,37
7,39
8,4
9,39
0,23
1,23
2,9
3,27
4,37
5,27
6,9
0,23
1,23
2,9
3,9
0,23
1,23
2,9
3,39
4,37
5,26
6,9
0,23
1,23
2,9
3,9
4,27
5,23
0,23
1,9
2,9
3,16
4,9
5,9
6,39
7,23
8,29
9,14
10,38
11,27
12,29
0,23
1,9
2,27
3,9
4,37
5,15
6,24
7,15
8,24
0,23
1,23
2,9
3,9
0,23
1,23
2,23
3,9
4,23
5,9
6,27
7,5
8,26
9,37
0,9
1,39
2,39
3,37
0,23
1,9
2,26
3,16
4,5
0,23
1,23
2,9
3,26
4,27
5,39
6,38
7,37
8,37
0,23
1,9
2,27
3,15
4,28
5,23
6,26
7,24
8,9
9,6
10,23
11,28
12,28
13,29
14,27
0,23
1,24
2,9
3,23
0,23
1,9
2,26
3,28
4,39
5,24
6,7
7,16
8,9
0,23
1,23
2,9
3,9
4,15
5,37
6,27
7,28
8,24
9,37
10,28
11,20
0,23
1,23
2,9
3,27
4,0
0,26
1,23
2,9
3,39
4,37
5,26
6,6
7,23
0,23
1,23
2,9
3,37
4,16
0,23
1,9
2,26
3,14
4,16
5,9
0,23
1,9
2,23
3,9
4,9
5,1
6,38
7,28
8,12
9,39
10,28
11,38
12,37
13,37
0,23
1,9
2,5
3,39
4,23
5,28
6,23
0,23
1,23
2,24
3,9
4,9
5,27
6,9
0,23
1,23
2,9
3,29
4,23
5,14
6,5
7,36
0,23
1,23
2,24
3,9
4,9
5,29
6,27
7,38
8,39
9,23
0,23
1,9
2,23
3,39
4,9
5,14
6,4
7,39
8,38
0,23
1,9
2,9
3,37
4,27
5,39
6,37
7,9
0,23
1,9
2,23
3,39
4,39
5,24
6,23
0,23
1,9
2,27
3,23
4,39
5,9
0,23
1,23
2,9
3,25
4,15
5,14
6,14
0,23
1,9
2,9
3,38
4,38
5,14
0,23
1,9
2,23
3,9
0,23
1,23
2,9
3,9
4,13
5,9
6,39
7,23
8,14
9,31
10,28
11,38
12,39
0,23
1,23
2,9
3,37
4,16
5,6
0,23
1,9
2,26
3,29
4,26
5,6
6,37
7,14
8,37
9,11
10,23
11,9
0,23
1,23
2,9
3,6
4,26
5,9
6,27
7,6
8,12
0,23
1,9
2,27
3,37
4,14
5,26
6,27
7,39
8,16
9,26
10,28
11,26
12,16
13,12
0,23
1,24
2,15
3,9
4,37
5,9
0,23
1,9
2,27
3,27
4,27
5,16
6,37
7,38
0,23
1,9
2,26
3,6
4,28
5,15
6,37
7,36
8,14
9,37
10,28
0,23
1,23
0,23
1,23
0,23
1,9
2,23
3,9
4,27
5,23
6,18
7,24
8,16
9,23
0,23
1,9
2,29
3,39
4,38
5,28
6,37
0,23
1,9
2,26
3,28
4,14
5,5
6,26
7,9
0,26
1,23
0,23
1,23
2,9
3,26
4,27
5,37
6,30
7,13
0,23
1,6
0,23
1,9
2,9
3,14
4,29
5,26
6,26
7,29
8,38
9,23
0,23
1,23
2,9
3,9
4,9
5,37
6,28
7,23
0,23
1,23
2,9
3,39
4,7
5,39
6,28
7,38
8,14
9,28
10,28
0,23
1,9
2,27
3,13
4,14
5,14
6,14
7,14
0,23
1,31
2,16
3,16
4,28
5,28
0,23
1,9
2,26
3,23
0,23
1,9
2,39
3,18
4,28
5,6
6,38
7,37
8,38
9,28
10,23
0,23
1,26
2,9
3,38
4,29
5,39
6,1
0,23
1,9
2,14
0,23
1,23
2,9
3,27
4,12
5,6
0,23
1,9
2,23
3,26
4,14
5,37
6,28
0,23
1,23
2,9
3,14
4,21
0,23
1,23
2,9
3,27
4,38
5,6
6,26
0,23
1,23
2,9
3,26
4,28
5,16
0,23
1,9
2,26
3,23
0,23
1,23
2,9
3,9
4,9
5,14
6,27
7,29
8,24
0,26
1,23
0,23
1,9
2,38
3,39
4,26
5,37
0,9
1,1
2,27
3,14
4,16
5,26
6,15
7,38
8,7
0,23
1,23
2,27
3,39
4,5
5,39
0,23
1,23
2,9
3,27
4,37
5,37
6,5
7,6
8,28
9,26
10,6
11,15
0,23
1,9
2,27
3,37
4,37
5,39
6,1
0,23
1,9
2,26
3,39
4,16
5,38
6,28
7,34
0,23
1,26
2,16
3,26
4,28
5,37
6,23
0,23
1,9
2,29
3,26
4,28
5,39
6,12
7,16
8,3
9,9
0,23
1,9
2,39
3,9
4,39
5,28
6,39
7,38
0,23
1,23
2,39
3,23
4,9
0,23
1,9
2,15
3,39
4,28
5,39
6,26
7,38
0,23
1,23
2,27
3,9
4,14
5,38
6,26
7,39
8,30
0,23
1,9
2,39
3,39
4,37
5,39
6,39
7,23
0,23
1,9
2,9
3,39
4,18
0,23
1,9
2,29
3,16
4,39
5,13
