animals,height
3,2.82
5,3.0
5,2.46
6,3.54
6,3.0
4,2.34
12,5.25
9,3.81
6,3.27
1,1.38
0,0.0
8,4.05
4,2.64
5,2.1
6,4.41
7,3.87
4,2.25
4,1.83
6,2.55
2,2.1
0,0.0
9,3.87
4,3.0
3,2.55
4,2.1
5,2.37
4,2.82
4,2.25
7,4.17
8,4.5
11,4.98
2,1.92
4,2.55
2,1.74
10,6.15
6,4.89
3,1.65
4,2.16
4,2.19
1,1.56
6,3.81
9,4.35
3,2.82
4,3.45
7,3.72
5,2.82
3,1.74
1,1.11
4,2.1
1,1.74
4,2.19
6,3.36
3,2.64
2,1.38
6,2.91
6,3.36
2,1.11
4,1.92
1,2.01
1,1.2
6,3.36
5,2.82
7,4.26
1,1.38
10,4.8
6,2.64
2,1.11
6,3.18
3,2.55
9,4.8
2,1.38
8,4.8
8,4.35
6,2.73
2,2.01
5,3.36
16,7.29
8,3.87
3,2.46
8,4.17
7,3.24
2,1.74
10,3.99
7,4.71
12,4.68
2,1.17
9,4.35
4,2.91
4,2.64
7,4.62
4,3.15
7,5.34
1,2.01
9,4.8
9,5.25
4,1.65
4,2.82
4,2.19
4,1.98
4,2.64
8,4.32
9,3.99
4,2.73
4,3.27
3,2.37
5,3.09
6,3.09
5,2.37
3,1.92
6,3.99
2,1.74
13,6.06
6,2.52
2,1.56
7,3.18
0,0.0
4,1.83
2,1.29
4,4.35
4,3.63
6,4.26
2,1.2
5,4.62
5,3.45
4,3.54
3,2.1
6,4.17
4,3.09
3,2.91
7,3.9
4,3.18
3,2.25
7,4.68
9,4.86
3,2.37
3,1.74
0,0.0
5,3.27
6,3.45
2,1.74
10,5.52
1,1.29
6,3.42
5,2.46
4,2.43
1,1.38
0,0.0
7,3.24
1,1.2
1,1.02
4,1.83
4,1.83
11,3.96
5,3.72
9,4.98
5,3.72
9,4.59
4,2.1
6,3.81
5,3.45
5,2.55
4,2.16
5,2.82
8,3.69
4,2.52
3,2.01
5,3.0
4,2.46
4,2.46
8,3.51
7,4.17
1,1.38
10,4.14
4,2.55
4,2.07
7,2.37
4,3.0
8,3.9
1,1.17
8,7.23
