step,action
0,43
1,37
2,5
3,5
0,1
1,1
0,8
1,40
2,37
0,28
1,15
2,0
3,30
4,39
5,14
6,16
7,9
0,23
1,3
2,7
3,36
4,27
5,37
6,17
0,15
1,23
2,28
3,18
4,16
5,28
6,42
0,23
1,25
2,40
3,26
4,37
5,16
6,16
7,36
8,4
9,4
10,40
0,1
1,17
2,39
3,7
4,39
0,1
1,26
2,37
3,27
4,37
5,27
6,27
7,17
0,28
1,23
2,7
0,15
1,9
2,4
0,9
1,17
2,18
3,5
4,30
0,39
1,39
2,17
3,8
0,31
0,25
1,31
2,28
3,5
4,17
5,37
0,9
1,36
2,10
3,16
4,43
5,28
6,8
0,0
1,9
2,39
3,17
4,38
5,5
6,38
0,24
1,26
2,30
3,37
4,17
5,37
0,36
1,17
2,28
3,38
4,15
5,36
0,27
1,1
2,9
3,30
4,6
5,28
6,26
7,16
8,4
0,5
1,16
2,7
3,30
4,38
5,9
0,23
1,37
2,41
3,27
4,37
5,38
6,36
0,28
1,7
2,18
3,9
0,1
1,23
2,27
3,26
4,18
0,25
1,23
2,41
3,24
4,6
5,35
0,24
1,4
2,37
3,19
0,17
1,28
2,36
3,38
4,7
5,43
0,13
1,17
2,11
3,40
4,27
5,38
6,4
7,42
0,9
1,23
2,8
3,28
4,29
5,37
6,28
0,25
1,2
0,5
1,1
2,23
0,9
1,23
2,40
3,39
4,28
5,28
6,25
0,9
1,3
2,29
3,37
4,16
5,5
6,38
0,15
1,4
2,27
3,36
4,27
5,27
6,2
7,15
0,7
1,36
2,17
3,8
0,9
1,3
2,16
3,5
0,9
1,10
2,15
3,16
4,19
0,29
1,30
2,0
0,18
1,26
2,38
0,19
1,37
2,38
3,7
4,16
5,39
6,23
7,37
8,3
9,41
10,5
11,35
0,13
1,38
2,40
3,40
4,37
5,17
6,42
0,43
1,38
2,37
3,20
4,40
5,17
6,8
7,28
8,28
9,37
0,15
1,28
2,31
3,5
4,26
5,17
6,38
7,37
8,4
9,33
0,1
1,26
2,43
3,17
4,37
5,11
6,16
7,26
8,33
0,15
1,8
0,24
1,37
2,41
3,37
4,37
5,26
6,15
0,2
1,30
2,5
3,38
4,17
0,1
1,10
0,9
1,37
2,28
3,37
4,15
5,28
6,30
7,17
8,4
9,16
10,2
0,17
1,39
2,38
0,19
1,27
2,23
0,17
1,31
2,37
3,27
