step,action
0,23
1,23
2,42
3,31
0,10
1,27
2,4
3,43
4,9
0,41
1,31
0,41
1,40
2,10
0,7
1,43
0,43
1,15
2,16
3,23
4,7
0,27
1,20
2,10
0,9
1,18
2,21
3,33
0,41
1,20
0,0
0,12
1,36
2,15
3,8
0,0
0,25
1,40
2,29
0,5
1,23
2,2
3,23
0,30
1,41
2,28
3,15
4,16
0,33
0,33
1,23
2,22
0,23
1,10
2,41
3,37
4,29
5,25
6,18
7,18
8,9
9,10
0,3
1,40
2,15
3,18
0,28
1,14
0,27
1,30
2,38
3,20
0,7
1,18
2,24
3,17
4,38
5,12
6,3
7,33
0,20
1,40
2,24
3,14
4,32
0,1
1,9
2,36
3,1
4,20
0,36
1,16
2,33
0,27
1,14
2,42
3,0
0,38
1,24
0,5
1,5
2,22
0,24
1,19
2,38
3,5
4,12
0,43
0,40
1,20
0,26
1,0
0,32
1,33
2,40
3,22
0,2
1,23
2,5
3,16
0,6
1,9
2,43
0,26
1,29
2,41
0,25
1,21
0,33
0,33
1,36
2,28
3,26
4,20
0,3
1,0
0,32
0,38
1,22
0,2
1,12
2,34
0,40
1,2
2,20
3,21
4,13
5,16
0,42
1,5
2,31
0,19
1,26
2,38
3,34
0,9
1,23
2,33
0,22
1,4
2,27
3,36
0,1
1,43
0,41
1,12
2,7
0,41
1,23
2,20
0,21
0,40
1,0
2,42
3,0
4,25
5,32
0,37
1,35
0,41
1,7
2,18
3,2
4,1
0,32
0,1
1,13
2,43
3,25
4,11
0,33
0,30
1,16
2,2
3,23
4,22
0,8
1,7
2,40
3,18
0,0
1,35
2,12
0,27
1,12
2,39
3,42
4,26
5,16
6,17
7,36
8,28
9,27
10,29
11,33
0,8
1,28
2,26
3,10
0,3
1,18
2,28
3,42
0,41
1,15
2,23
3,30
0,19
1,27
2,22
0,30
1,10
0,4
1,9
2,20
3,36
0,40
1,5
2,31
3,39
4,13
0,2
1,37
2,15
3,19
0,16
1,20
2,16
3,38
4,8
0,23
1,38
2,5
0,11
1,19
2,21
3,14
4,8
0,43
1,12
2,7
3,12
0,1
1,29
2,38
3,38
4,25
0,26
1,19
2,21
0,12
1,33
0,3
1,0
0,13
1,0
0,31
1,38
2,16
3,18
4,10
0,20
1,24
2,0
3,17
4,25
5,22
6,13
7,39
8,33
9,35
0,36
1,30
2,30
0,38
1,21
0,31
1,34
2,15
3,3
4,26
5,32
0,10
1,6
2,31
3,33
0,10
0,37
1,40
0,13
1,10
2,12
0,10
1,0
2,0
3,17
4,33
0,18
0,5
1,23
2,5
0,17
1,41
2,31
3,33
0,17
1,42
0,41
1,17
2,0
0,22
0,31
1,30
2,2
3,1
0,29
1,42
2,35
3,18
0,26
1,25
0,34
1,37
2,27
3,31
4,37
5,23
0,8
1,6
2,2
0,20
0,18
1,21
0,16
1,23
2,35
3,11
0,34
0,34
0,39
1,32
2,10
3,16
4,31
5,20
6,42
7,14
0,9
1,29
2,18
3,24
0,3
1,7
2,3
3,9
4,38
5,41
6,10
7,32
8,29
9,18
10,25
11,3
0,14
1,40
2,5
3,19
0,18
1,29
2,21
0,43
1,14
2,10
0,26
1,15
0,36
1,20
2,35
3,41
4,31
0,20
0,25
1,12
2,27
3,8
4,22
0,41
1,38
2,18
3,28
4,43
0,2
1,35
2,15
3,37
0,30
1,41
2,12
3,21
0,13
0,36
1,11
2,41
3,32
0,15
1,34
