animals,height
4,4.53
6,4.32
7,4.44
2,1.83
4,2.55
3,2.91
4,2.73
0,0.0
8,6.24
7,5.79
4,3.45
4,4.35
2,2.73
6,5.25
1,1.02
5,3.45
1,1.2
8,5.97
5,4.26
3,2.55
8,3.6
3,3.18
2,1.56
5,2.55
4,5.88
2,1.65
4,2.73
7,3.99
3,2.73
6,4.08
6,5.79
8,6.33
2,2.28
11,3.69
2,1.47
1,1.38
5,3.81
1,1.02
5,3.36
5,3.45
2,2.55
3,2.1
4,2.82
1,1.11
5,2.91
4,3.42
3,4.35
1,1.29
3,2.46
8,5.07
1,1.2
2,2.43
4,4.35
2,2.1
3,1.92
1,1.2
3,3.27
7,3.72
3,2.82
3,3.45
3,3.72
4,4.17
8,3.45
4,4.08
3,3.0
2,2.01
6,2.73
5,2.64
5,3.09
8,5.88
5,4.44
5,3.18
3,3.27
3,1.56
3,4.32
4,2.19
5,3.45
5,3.54
1,1.56
3,2.1
3,1.65
1,1.11
2,1.11
7,3.51
1,1.29
3,2.55
7,5.16
5,3.9
8,5.52
3,2.64
5,4.35
5,3.78
3,2.91
5,3.18
3,2.55
3,2.19
2,1.74
5,3.54
7,5.7
5,3.36
1,1.92
6,4.8
3,2.19
6,4.53
3,2.37
2,2.01
5,3.54
4,2.28
4,2.64
3,2.01
6,2.25
1,1.29
3,2.19
2,1.38
2,2.1
4,4.98
1,1.74
2,1.83
9,4.26
1,1.2
6,4.17
4,3.36
2,1.02
2,2.1
3,2.28
2,1.74
6,3.36
6,3.81
9,6.6
4,2.55
2,2.46
4,3.9
6,3.63
2,1.2
4,3.63
2,1.2
13,6.12
5,2.82
3,2.28
4,2.55
4,3.54
7,3.9
3,2.82
4,3.09
3,1.83
4,2.64
6,4.08
5,3.0
5,4.71
3,1.74
1,1.11
5,4.35
1,1.2
4,3.36
3,3.99
2,1.56
2,1.47
3,3.27
3,2.73
1,1.11
3,2.82
1,1.11
1,1.02
6,3.63
6,4.59
7,6.87
2,1.74
2,2.01
4,3.54
5,3.18
