animals,height
3,2.19
2,2.82
2,2.73
1,0.57
3,2.01
3,1.8
1,1.11
7,3.72
2,3.0
2,1.74
2,1.29
3,1.47
3,1.74
5,4.53
1,0.93
3,2.37
1,1.56
1,1.11
5,2.64
6,3.78
1,0.84
3,2.37
0,0.0
0,0.0
3,2.19
1,0.84
2,0.9
4,1.8
4,2.82
5,2.88
7,2.73
7,4.08
2,1.29
3,1.65
2,1.11
1,0.66
1,2.46
3,2.28
4,2.37
1,1.2
1,1.11
1,2.01
2,1.38
2,2.28
0,0.0
5,3.36
5,2.88
3,2.1
4,2.46
5,2.91
1,1.2
3,1.56
0,0.0
4,2.19
3,2.19
1,1.38
1,0.84
1,1.2
3,1.83
2,1.74
5,3.36
4,2.46
6,2.37
4,3.18
2,1.2
3,1.74
1,0.66
0,0.0
2,1.47
1,1.29
3,2.37
2,1.38
6,2.1
5,3.42
1,1.65
1,1.38
1,1.29
3,1.44
3,2.37
1,1.38
0,0.0
0,0.0
5,3.36
3,1.29
7,3.06
7,4.89
3,1.74
2,1.47
0,0.0
2,1.47
1,1.83
3,1.11
0,0.0
0,0.0
6,3.36
3,2.28
0,0.0
6,3.18
7,2.88
2,1.2
2,1.29
3,3.09
3,1.71
0,0.0
5,3.36
3,1.56
5,2.55
1,1.2
5,2.19
1,1.11
2,1.71
2,1.11
2,1.38
2,1.92
2,1.38
2,2.64
8,3.45
3,1.74
0,0.0
5,2.07
5,1.8
9,3.36
1,1.11
1,1.11
1,0.84
6,3.45
3,2.19
5,2.46
3,2.64
1,1.11
2,3.36
5,2.82
3,2.91
8,4.08
0,0.0
2,1.02
0,0.0
6,3.0
3,2.19
1,1.11
1,1.2
0,0.0
4,2.55
0,0.0
1,1.29
2,1.29
3,2.01
4,3.54
2,1.17
4,2.82
7,4.35
7,2.97
3,2.19
2,1.56
1,2.46
5,3.54
2,1.38
10,4.26
4,2.64
4,2.37
7,2.88
0,0.0
3,2.1
3,2.01
5,3.09
3,1.65
0,0.0
0,0.0
4,2.1
5,3.99
6,2.73
2,1.65
3,2.64
2,1.74
1,1.11
2,1.83
0,0.0
2,1.38
2,2.1
6,2.79
6,4.53
2,2.19
4,2.7
6,4.62
4,1.62
2,1.56
3,1.65
4,1.83
1,1.11
7,2.91
6,2.82
4,2.91
3,3.0
2,1.74
3,1.74
3,2.01
6,3.09
10,4.68
1,1.11
2,1.2
3,2.28
3,2.91
1,0.93
4,2.28
6,1.92
2,1.92
2,2.37
1,1.02
3,2.1
1,1.11
2,1.74
5,2.64
5,2.64
5,3.0
10,4.71
14,5.25
2,1.83
6,4.32
4,1.65
4,3.09
6,2.97
4,1.92
7,4.35
3,2.28
2,1.38
3,2.46
3,1.74
1,0.93
7,4.08
1,1.11
3,1.74
0,0.0
1,1.11
5,1.71
5,2.46
1,0.84
6,4.35
3,2.01
1,2.01
5,2.73
3,2.34
6,3.33
3,2.28
5,3.09
2,2.64
3,1.92
2,1.65
2,1.56
5,2.91
3,1.47
2,1.38
2,2.28
3,1.74
2,1.74
4,3.27
8,5.07
9,3.6
5,5.16
3,2.01
3,3.27
6,2.19
0,0.0
4,2.16
11,5.04
2,1.83
2,1.83
2,2.01
3,2.46
3,1.56
2,1.92
7,3.63
2,2.1
1,1.74
2,1.47
1,1.2
4,2.28
2,1.2
0,0.0
5,2.73
1,1.65
4,2.01
8,3.51
8,4.14
4,2.46
1,1.74
1,1.2
1,1.74
5,4.62
5,3.45
1,1.74
6,3.63
1,1.02
8,4.17
3,1.2
5,3.06
