animals,height
7,3.45
7,3.45
5,2.82
7,3.72
9,4.8
4,3.63
6,3.33
7,3.0
8,3.27
4,3.18
9,5.16
7,4.5
11,4.53
7,3.72
3,2.37
2,2.07
2,1.83
7,3.45
11,4.89
5,2.97
4,2.07
6,3.18
6,2.64
8,4.26
5,2.64
10,5.25
4,2.34
6,3.18
10,4.98
8,4.05
17,7.14
5,3.18
9,4.26
9,3.45
10,5.79
4,3.0
8,4.26
8,3.9
3,2.73
4,4.8
7,3.69
7,4.8
13,6.21
13,5.88
7,5.34
7,3.36
6,3.63
1,1.2
5,2.01
6,3.54
8,6.87
3,2.46
9,4.26
6,3.81
10,5.22
4,3.18
7,2.91
5,2.91
5,3.96
10,5.22
5,2.64
5,3.09
6,3.36
5,2.64
6,4.44
7,6.33
7,3.54
8,4.98
2,2.73
7,2.91
9,5.07
7,3.54
7,4.62
4,2.28
7,4.17
6,3.45
10,5.79
3,2.28
15,7.41
8,4.17
8,4.05
10,3.99
4,2.52
1,1.2
14,7.68
12,4.5
3,1.29
4,2.01
12,6.42
6,3.09
1,1.38
4,2.07
7,4.59
6,2.73
8,5.43
11,4.95
9,5.34
14,6.84
5,2.46
3,3.09
6,4.17
13,5.31
2,1.29
5,3.72
3,2.01
4,2.37
4,1.92
8,4.08
6,3.45
13,6.42
15,6.75
11,5.52
3,1.65
7,3.87
9,5.25
8,3.81
8,5.58
5,2.46
13,6.6
6,3.36
2,1.65
8,4.32
4,2.82
5,3.45
2,1.29
6,4.08
6,2.73
11,4.98
4,3.45
13,6.15
15,5.31
2,2.19
13,5.4
4,3.9
7,3.42
5,2.55
3,2.55
12,5.61
5,3.87
1,1.38
4,3.45
5,3.36
3,1.47
10,4.71
5,5.07
6,2.88
11,5.52
8,3.45
3,1.62
4,2.01
3,2.28
13,6.24
2,1.29
5,2.91
4,3.72
6,4.71
4,2.64
2,1.2
4,2.28
4,2.82
9,4.71
12,5.22
8,3.87
10,6.6
8,4.05
10,6.3
5,3.36
7,3.27
2,1.56
5,2.19
11,6.69
9,3.96
8,4.44
9,4.98
5,2.64
6,3.99
7,3.09
10,5.16
6,3.87
7,2.73
6,3.09
4,4.53
13,6.57
6,3.81
8,4.71
7,5.16
5,3.72
2,1.65
5,4.26
7,3.63
3,2.1
9,4.53
8,3.72
6,3.87
4,3.36
10,6.15
10,4.53
6,3.33
11,5.58
6,3.27
4,2.82
15,6.75
4,3.63
5,3.0
5,3.72
5,3.27
6,3.63
4,3.27
7,4.17
2,2.46
3,1.83
5,2.46
7,3.36
10,5.97
8,4.68
2,1.11
6,3.36
7,3.99
7,4.17
4,2.64
10,4.05
8,5.07
3,2.01
2,1.92
14,6.15
5,3.36
5,2.91
1,1.92
11,5.16
4,2.01
4,2.88
6,5.16
12,6.3
7,3.54
9,3.54
8,4.71
11,6.42
5,2.55
10,5.43
8,3.72
3,2.19
7,4.98
9,6.3
7,3.45
8,4.08
5,3.63
8,4.68
7,2.91
6,3.27
10,4.59
12,4.71
2,1.2
5,3.0
6,3.72
6,3.9
4,2.28
4,2.55
6,3.63
11,4.71
15,6.33
14,7.68
5,3.18
3,2.28
7,3.72
8,4.59
11,6.42
7,2.73
9,5.22
5,3.15
3,1.29
12,6.39
8,3.9
5,3.09
8,4.44
7,3.99
7,4.05
7,4.26
5,1.92
5,3.99
7,5.07
12,5.34
4,2.25
1,2.19
6,2.25
9,5.16
3,1.8
5,2.19
7,4.41
4,2.01
6,2.91
13,6.6
4,2.46
3,3.09
6,2.91
8,4.23
4,2.46
7,3.72
7,4.23
6,4.59
3,1.92
8,4.71
9,3.9
8,3.27
5,3.09
4,2.64
4,2.46
6,2.97
3,1.92
6,3.63
12,6.24
10,5.52
5,2.82
3,1.98
11,4.71
6,4.62
6,2.64
3,1.83
5,3.33
4,2.55
7,5.22
7,3.81
7,3.6
7,3.81
9,5.16
10,5.76
5,3.45
3,1.89
6,3.45
5,2.73
9,5.13
8,4.8
8,5.7
7,3.9
5,4.62
8,4.35
6,3.54
9,5.4
9,3.96
8,4.62
11,5.04
3,1.92
10,5.22
9,4.98
9,3.78
8,4.86
6,4.71
5,2.61
7,4.77
13,6.06
8,4.35
7,3.36
9,3.9
7,4.35
7,4.71
5,3.54
5,2.64
1,1.29
6,3.06
8,5.07
9,5.16
5,2.46
11,4.98
5,3.96
4,2.19
9,4.89
9,5.7
11,6.84
8,6.06
5,2.55
12,6.78
4,3.09
9,4.41
7,2.7
9,3.63
4,3.54
2,2.46
5,3.27
7,3.72
4,1.74
6,3.63
8,4.26
6,3.99
5,2.55
4,2.46
8,4.05
4,1.92
7,3.24
9,4.77
8,4.98
5,2.7
13,6.06
7,3.81
6,2.64
8,5.79
8,4.17
4,2.46
8,3.54
15,6.6
8,4.71
10,5.4
8,3.99
8,3.72
5,3.27
7,3.99
7,4.8
4,3.09
4,1.92
8,3.09
6,2.46
4,3.27
5,2.91
8,5.52
8,4.17
6,3.0
8,3.72
4,3.27
5,2.64
10,4.95
7,4.08
4,2.64
