step,action
0,9
1,1
2,37
3,14
4,14
0,23
1,26
2,38
3,9
4,1
0,23
1,9
2,37
3,37
4,28
5,14
6,14
7,39
0,1
1,9
2,38
3,14
4,38
5,39
6,14
7,14
8,14
0,9
1,1
2,39
3,1
4,37
5,14
6,14
7,39
0,23
1,9
2,1
3,39
0,1
1,14
2,28
3,39
4,39
5,39
6,14
0,9
1,1
2,38
3,14
4,39
5,14
6,14
0,1
1,9
2,1
3,9
4,39
5,14
6,14
7,28
8,39
9,14
0,1
1,26
2,9
3,39
4,14
5,14
6,14
7,39
8,28
9,39
0,1
1,26
2,9
3,39
4,14
5,39
6,14
7,14
0,23
1,38
2,39
3,14
4,14
5,14
0,9
1,1
2,39
3,9
0,9
1,1
2,37
3,19
4,14
5,14
6,14
7,39
8,39
0,1
1,38
2,14
3,39
0,24
1,9
2,14
3,39
4,14
5,14
6,14
7,39
8,39
0,23
1,9
2,9
0,1
1,9
2,38
3,37
4,39
5,14
0,23
1,37
2,9
3,14
4,37
5,14
0,1
1,9
2,38
3,37
4,14
5,37
0,23
1,1
2,14
3,37
4,39
0,1
1,1
2,14
3,39
4,39
5,39
0,23
1,38
2,9
3,39
4,14
5,39
6,39
7,39
8,39
0,23
1,9
2,27
3,14
0,37
1,9
2,9
3,28
4,14
5,14
0,1
1,9
2,9
3,37
4,37
5,39
6,37
7,39
8,39
9,39
10,14
11,14
12,14
0,1
1,14
2,9
3,37
4,14
5,14
6,39
0,23
1,37
2,9
3,39
4,39
5,37
6,37
7,14
8,39
9,39
0,1
1,9
2,39
3,39
4,14
0,1
1,39
2,9
3,26
4,37
5,37
6,39
7,14
8,39
9,39
0,1
1,9
2,39
3,14
4,39
0,23
1,9
2,14
3,14
4,14
5,39
6,14
7,14
8,39
0,1
1,24
2,9
3,26
4,28
5,14
6,14
7,39
0,1
1,37
2,1
3,14
4,14
5,37
6,39
7,14
8,39
9,39
0,23
1,1
2,9
3,37
4,14
5,14
6,14
0,1
1,9
2,39
3,39
4,39
5,14
6,14
7,28
8,14
9,14
10,14
11,14
0,9
1,1
2,1
3,39
4,39
5,39
6,39
7,39
8,39
0,9
1,1
2,39
3,39
4,1
5,39
6,14
7,39
8,39
9,39
0,1
1,9
2,1
3,14
4,39
5,39
6,14
7,14
8,14
9,39
10,14
11,39
0,23
1,14
2,14
3,9
4,37
5,14
6,39
7,14
0,1
1,9
2,37
3,39
4,14
5,14
6,39
0,9
1,39
2,14
0,23
1,9
2,39
3,39
4,39
5,37
6,39
0,23
1,9
2,38
3,39
4,14
5,28
6,39
0,1
1,24
2,9
3,39
4,39
5,39
6,14
7,39
0,1
1,38
2,9
3,1
0,23
1,1
2,38
3,9
4,26
5,39
6,37
7,39
0,9
1,1
2,14
3,39
4,37
5,39
6,39
7,14
0,23
1,1
2,9
3,39
4,37
5,39
6,39
7,14
0,23
1,1
2,9
3,39
4,14
5,14
0,1
1,27
2,9
3,9
4,28
5,14
6,14
7,39
8,39
9,14
0,1
1,9
2,26
3,9
4,37
5,37
6,39
7,39
8,39
9,28
10,14
0,1
1,14
2,14
3,24
4,14
5,39
6,14
7,39
0,23
1,9
2,38
3,39
4,14
5,14
6,14
0,1
1,9
2,38
3,39
4,39
5,14
0,23
1,37
2,9
3,24
4,28
5,39
6,28
0,1
1,1
2,28
3,14
0,9
1,1
2,1
3,14
4,39
5,39
0,23
1,9
2,9
0,23
1,27
2,14
3,9
4,9
5,37
6,39
7,39
0,9
1,1
2,38
3,14
4,14
0,1
1,9
2,24
3,37
4,39
5,39
0,9
1,1
2,24
3,14
4,14
0,23
1,9
2,28
3,28
4,14
5,14
6,14
7,14
8,14
9,39
10,14
0,9
1,1
2,26
3,39
4,39
5,14
0,1
1,39
2,9
3,39
4,14
5,39
6,37
7,39
8,14
9,14
0,23
1,37
2,14
3,39
