step,action
0,15
1,11
0,5
1,39
2,9
3,1
0,8
1,23
2,29
3,36
4,28
0,28
1,8
2,28
3,23
4,27
5,37
6,38
7,26
8,37
9,17
10,39
11,14
0,26
1,9
2,26
3,31
4,15
0,15
1,23
2,37
3,15
4,28
5,37
0,0
1,9
2,14
3,16
4,37
5,27
6,29
7,42
0,9
1,7
2,26
3,37
4,39
5,27
6,27
7,39
0,18
1,19
2,38
3,7
0,19
1,28
2,36
3,42
4,17
5,16
6,28
0,23
1,1
2,37
3,16
4,26
5,27
6,27
7,17
0,11
1,27
2,15
3,10
0,8
1,28
2,16
3,31
4,17
5,15
6,26
7,17
0,1
1,28
2,7
3,26
4,28
5,14
6,37
0,43
1,3
2,18
3,38
4,9
5,27
0,19
1,17
2,23
3,9
4,15
5,15
6,25
7,28
8,37
9,36
0,9
1,39
2,0
3,39
4,27
5,28
6,39
7,38
8,37
9,39
10,42
0,36
1,19
2,25
3,2
4,41
5,42
0,31
1,24
2,27
3,17
4,9
5,4
6,37
0,5
1,28
2,18
3,38
4,41
5,28
6,36
0,27
1,5
2,23
3,26
4,9
5,14
6,17
7,17
8,36
0,0
1,38
2,26
3,18
4,4
0,23
1,29
2,39
3,37
4,39
0,31
1,24
2,27
3,14
4,36
5,17
6,27
7,27
8,38
9,41
10,14
11,36
0,12
1,5
2,4
3,16
4,38
5,5
0,5
1,11
2,26
3,28
4,28
5,27
0,31
1,5
2,15
3,17
0,23
1,27
2,9
0,2
1,39
2,3
3,8
4,28
0,23
1,23
2,12
3,3
4,41
5,28
6,15
0,30
1,1
2,23
3,37
4,37
5,37
6,7
7,28
8,41
0,3
1,17
2,7
3,15
4,17
0,9
1,41
2,5
3,37
4,39
5,38
0,25
1,31
2,17
3,14
4,37
0,9
1,24
2,37
3,37
4,27
5,38
0,9
1,39
2,26
0,23
1,27
2,13
3,42
0,25
1,26
2,37
3,16
4,41
0,8
1,23
2,17
3,37
4,7
5,38
6,39
0,28
1,36
2,31
3,1
4,23
0,15
1,3
2,6
3,16
0,9
1,18
2,13
3,31
0,23
1,15
2,37
3,37
4,39
5,30
0,15
1,9
2,17
3,37
4,42
0,9
1,17
2,15
3,17
4,39
0,1
1,43
2,17
3,37
4,2
0,29
1,23
0,36
1,27
2,3
3,3
4,9
5,42
0,5
1,38
0,10
1,31
2,9
0,11
1,37
2,9
3,11
4,17
5,28
6,40
7,6
0,9
1,18
2,15
3,42
4,26
5,26
6,8
0,9
1,28
2,10
3,23
4,38
5,17
6,20
7,27
8,17
9,18
0,23
1,5
2,9
3,15
4,38
5,29
6,26
7,11
8,27
9,26
10,14
11,7
12,38
0,23
1,28
2,41
3,31
4,9
0,1
1,4
2,26
3,38
4,16
5,9
6,27
7,17
8,17
9,38
0,43
0,2
1,38
2,39
3,27
4,18
0,31
1,17
2,24
3,7
4,28
5,16
6,3
7,8
0,24
1,17
2,26
3,26
4,27
0,19
1,8
2,38
3,37
0,30
1,28
2,23
3,37
4,26
5,17
0,16
1,1
2,18
3,23
4,24
5,39
6,37
7,17
8,27
9,17
0,0
1,15
2,26
3,37
4,39
5,18
6,37
7,5
8,39
0,23
1,9
2,37
3,16
4,9
5,7
0,28
1,43
2,42
3,23
4,7
5,26
6,28
7,15
8,38
9,38
10,10
11,27
12,38
13,28
0,19
1,1
2,38
3,9
4,39
5,40
6,39
7,27
8,4
0,8
1,39
2,3
3,15
4,6
5,31
0,15
1,23
2,17
3,38
4,27
5,27
6,17
7,31
8,18
9,27
10,5
11,15
12,17
13,39
0,18
1,36
2,17
3,17
4,9
5,36
6,4
7,16
8,15
9,14
0,15
1,0
2,16
3,18
4,17
5,9
6,17
7,18
0,9
1,36
2,17
3,17
4,37
5,37
6,39
7,29
0,25
1,31
2,7
3,28
4,34
0,31
1,12
2,17
3,4
4,4
5,27
0,37
1,25
2,18
3,39
4,1
0,23
1,26
2,3
3,36
4,16
5,30
0,9
1,25
2,7
3,26
4,22
0,31
1,1
2,31
0,5
1,8
2,23
3,39
4,41
5,4
6,15
7,25
0,23
1,23
2,37
0,43
1,23
2,12
3,6
4,38
5,17
0,5
1,5
2,17
0,5
1,40
2,16
3,37
4,27
5,4
6,16
7,18
0,11
0,0
0,23
1,29
2,39
3,38
4,37
5,26
6,38
0,8
1,27
2,27
3,36
0,9
1,27
2,5
3,17
4,27
5,6
6,39
0,15
1,10
0,36
1,2
2,37
0,23
1,37
2,31
3,37
4,37
5,18
6,19
0,1
1,9
2,39
3,41
4,37
5,40
0,31
1,16
2,23
3,17
4,23
5,16
6,39
7,30
8,37
9,34
0,23
1,4
2,37
0,23
1,9
2,4
3,37
4,39
0,23
1,7
2,17
0,19
1,18
2,37
3,23
4,38
5,18
6,39
7,7
8,28
9,5
0,31
1,5
2,39
3,38
4,16
5,28
6,15
7,9
0,23
1,41
2,37
3,8
0,23
1,23
2,18
3,30
4,37
0,15
1,17
2,12
3,12
4,39
0,23
1,28
2,39
3,14
0,23
1,28
2,17
0,15
1,21
0,23
1,5
2,15
3,43
4,12
5,22
0,7
1,41
2,39
3,17
4,40
5,17
6,37
7,27
0,27
1,36
0,23
1,7
2,38
3,38
4,37
0,11
0,6
1,17
0,9
1,37
2,38
3,27
4,28
0,1
1,14
2,8
3,37
4,28
5,27
6,42
7,39
0,23
1,31
2,5
3,1
0,10
1,36
2,3
0,23
1,9
2,41
3,4
4,23
5,4
6,28
7,28
0,19
1,23
2,37
3,29
4,18
0,6
1,23
2,7
0,15
1,38
2,28
3,26
4,16
5,7
0,17
1,39
2,17
3,2
0,10
1,9
2,4
3,41
4,23
5,16
6,31
7,38
8,40
9,19
10,27
11,29
12,16
0,15
1,17
2,3
3,2
0,7
1,23
2,37
3,38
4,19
0,5
1,27
2,8
0,43
1,17
2,7
3,15
4,14
5,27
6,4
7,28
8,39
9,14
10,4
0,1
1,37
2,30
3,38
4,37
5,7
6,38
7,38
8,27
9,1
0,9
1,29
2,39
3,35
4,29
5,28
6,38
7,38
0,15
1,30
2,37
3,29
0,2
1,15
2,5
3,38
4,37
5,27
6,11
0,9
1,23
2,14
3,27
4,39
5,36
0,7
1,18
2,3
3,25
4,38
5,41
6,16
7,16
0,15
1,38
2,36
3,27
4,5
5,38
6,35
7,37
8,3
9,37
10,5
11,16
12,27
13,38
14,17
0,9
1,30
2,36
3,37
4,5
5,38
0,28
1,9
2,36
3,39
4,16
5,17
0,43
0,5
1,7
2,38
3,17
4,23
0,15
1,28
2,23
3,28
4,4
5,38
0,28
1,43
2,1
3,39
4,17
5,15
6,41
7,17
8,11
0,9
1,38
2,11
0,18
1,23
2,38
3,39
4,35
5,28
6,16
0,24
1,28
2,23
3,37
4,15
5,37
0,28
1,16
2,0
0,23
1,36
2,14
3,28
4,13
5,30
6,17
0,23
1,28
2,16
3,5
4,9
5,41
6,27
7,8
8,27
9,28
10,39
11,27
0,3
1,8
2,15
3,17
4,40
5,26
0,23
1,30
2,38
3,4
4,27
5,28
6,38
0,23
1,38
2,33
0,0
1,5
2,28
3,16
4,38
5,36
6,28
0,28
1,11
2,17
0,10
0,5
1,8
0,23
1,9
2,17
3,37
4,37
5,39
6,18
7,26
8,27
9,37
10,27
11,16
12,16
0,11
0,8
1,17
2,9
3,23
0,18
1,14
2,7
3,39
4,35
0,38
1,27
2,37
3,38
4,5
5,37
0,39
1,9
2,7
3,26
4,39
5,37
6,16
0,18
1,26
2,7
0,2
1,27
2,17
3,17
0,37
1,23
2,27
3,43
4,27
5,14
0,37
1,12
2,29
3,26
4,38
0,15
1,24
2,38
3,4
4,31
5,35
6,17
0,9
1,9
2,37
3,16
4,39
5,21
0,5
1,23
2,24
3,16
4,38
5,27
0,2
1,39
2,38
3,28
0,26
1,23
2,5
3,22
0,36
1,1
2,38
3,28
4,27
5,6
6,6
7,37
0,10
1,26
2,26
3,27
4,6
5,12
6,17
7,27
8,41
9,41
10,26
11,14
12,38
13,16
14,16
15,16
0,15
1,17
2,6
3,38
4,26
5,1
0,1
1,28
2,41
0,13
1,8
0,1
1,2
2,31
3,37
4,29
5,28
6,26
0,4
1,9
2,9
3,38
4,17
5,15
6,16
7,40
0,9
1,4
2,17
3,17
4,37
0,11
1,14
2,7
3,1
4,38
0,9
1,18
2,39
3,22
4,25
5,38
6,27
0,23
1,22
2,38
3,16
4,37
5,26
6,38
0,36
1,43
2,15
3,4
4,8
5,37
6,18
0,9
1,26
2,7
3,37
4,4
5,26
6,7
0,5
1,36
2,39
3,38
4,13
5,0
6,16
7,15
0,7
1,12
2,16
3,26
4,15
0,19
1,23
2,25
3,17
4,7
5,27
6,16
7,17
0,23
1,37
2,38
3,17
4,17
5,37
6,29
0,30
1,37
2,16
3,38
0,9
1,19
0,8
1,1
2,2
3,16
4,26
5,41
0,23
1,43
2,36
3,26
4,27
5,5
6,17
7,37
8,15
9,28
10,16
11,38
12,27
13,37
0,18
1,23
2,36
3,9
4,5
0,1
1,8
2,40
3,37
4,38
5,4
6,4
7,15
8,36
9,2
10,31
11,7
12,38
13,4
14,16
0,38
1,9
2,18
3,36
4,27
5,39
6,5
7,37
8,38
0,5
1,30
2,39
3,37
4,38
5,10
0,15
1,16
2,25
3,18
0,23
1,10
0,23
1,23
2,17
3,16
4,26
5,37
6,38
7,5
8,26
9,41
10,37
11,19
0,39
1,30
2,23
3,4
0,1
1,9
2,29
3,27
4,20
0,19
1,23
2,28
3,37
4,37
0,23
1,30
2,38
3,7
4,39
5,37
6,17
7,16
8,17
0,1
1,5
2,17
0,17
1,36
2,38
3,15
4,37
0,28
1,38
2,24
3,36
4,23
0,4
1,6
2,28
3,38
0,5
1,9
2,17
3,37
4,37
5,30
6,9
7,27
8,16
9,16
0,9
1,27
2,29
3,18
4,11
5,4
0,10
1,18
2,23
3,17
4,38
5,27
6,17
0,9
1,25
2,7
3,37
4,28
5,14
0,28
1,6
2,36
3,17
4,4
5,41
0,9
1,26
2,37
3,37
4,41
5,9
0,23
1,23
2,41
3,18
4,26
5,28
0,31
1,23
2,3
3,37
4,37
5,37
6,38
7,28
0,9
1,37
2,30
3,37
0,22
1,10
2,43
3,38
4,37
5,23
0,35
1,9
2,36
3,38
4,18
5,16
6,7
0,31
1,37
2,37
3,4
4,17
0,8
1,36
2,26
3,5
4,37
5,17
6,17
7,27
8,16
0,9
1,23
2,17
3,17
4,17
5,7
6,40
7,3
0,37
1,37
2,28
3,28
4,7
5,17
6,28
7,37
8,27
9,11
0,23
1,39
2,38
3,8
0,1
1,30
2,23
3,38
4,17
5,38
6,27
7,17
0,15
1,1
2,37
3,27
4,16
0,15
1,1
2,36
3,28
0,26
1,27
2,37
3,28
4,27
5,17
0,10
1,6
2,14
3,17
4,27
0,2
1,9
2,37
3,7
4,16
5,9
0,15
1,28
2,26
3,28
4,38
5,23
6,26
7,14
8,15
9,29
10,37
0,1
1,40
2,15
3,16
4,8
0,43
1,38
2,3
3,5
4,39
5,7
6,38
7,37
8,30
9,40
10,38
11,37
0,19
1,39
2,6
3,36
4,17
5,27
6,14
7,37
0,0
1,17
2,14
3,37
4,38
5,24
6,40
7,17
8,5
0,9
1,24
2,12
0,1
1,10
2,41
3,35
4,16
5,14
6,37
0,28
1,36
2,43
0,37
1,38
2,30
3,5
4,37
5,40
6,38
7,16
8,26
9,23
0,23
1,26
2,9
3,37
4,9
5,37
6,4
7,27
8,28
9,15
0,10
1,36
2,26
3,15
4,17
5,27
6,17
7,17
0,31
1,36
2,39
3,26
4,15
5,15
6,26
0,1
1,0
2,18
3,26
0,1
1,25
2,4
3,1
4,27
0,0
1,14
2,17
3,6
0,15
1,17
2,1
3,38
4,27
5,39
6,16
7,24
8,15
9,3
10,15
11,18
0,31
1,23
2,17
3,30
4,5
5,5
6,1
0,9
1,36
2,39
3,37
4,39
5,37
6,26
7,16
0,43
1,31
2,26
3,38
4,0
0,0
1,3
2,11
3,37
4,30
0,23
1,8
2,24
3,40
4,5
5,27
6,9
0,8
1,13
2,15
3,9
0,11
0,31
1,39
2,36
3,23
4,37
5,16
0,2
1,5
2,38
3,4
0,23
1,9
2,27
3,28
0,15
1,43
2,8
3,24
0,10
1,38
2,17
3,16
4,24
5,26
6,36
7,30
8,5
9,17
10,16
11,27
0,19
1,40
2,26
3,7
4,11
5,16
6,5
0,2
1,8
2,24
3,26
4,38
5,28
6,37
0,36
1,39
2,41
3,17
4,28
5,27
6,4
0,23
1,15
2,5
3,37
4,38
5,38
6,38
7,37
8,38
0,0
0,15
1,23
2,37
3,28
4,9
0,0
0,28
1,39
2,23
3,17
4,25
5,28
6,37
7,30
8,15
9,4
10,14
11,11
0,15
1,22
2,27
3,27
0,31
1,26
2,17
3,40
4,40
5,39
0,13
1,18
2,17
3,27
4,6
0,43
1,23
2,16
3,38
4,37
0,6
1,29
2,18
3,36
4,4
5,37
0,9
1,7
2,36
3,17
4,16
5,39
6,37
0,43
1,7
2,23
0,1
1,26
2,17
3,37
4,26
5,39
6,38
7,38
8,26
9,28
0,43
1,25
2,15
3,23
4,2
5,28
6,37
7,17
8,15
9,41
0,17
1,16
2,6
0,23
1,17
2,38
3,37
4,38
5,7
0,28
1,23
2,37
3,37
4,15
5,28
6,26
0,10
1,12
2,37
3,15
4,17
5,5
6,27
7,42
0,23
1,38
2,28
0,36
1,30
2,17
3,37
0,1
1,1
0,28
1,24
2,28
3,17
4,28
5,15
0,8
1,16
2,29
3,28
4,37
0,9
1,14
2,30
3,37
4,17
5,16
6,38
7,17
0,31
1,23
2,37
3,39
4,27
5,16
6,26
7,42
0,9
1,3
2,31
3,17
4,16
5,7
6,18
7,5
0,9
1,23
2,37
3,37
4,9
5,37
6,37
7,26
8,37
0,10
1,25
2,40
3,43
4,17
5,15
6,40
7,38
8,41
9,4
10,38
11,4
0,19
1,2
2,9
3,35
4,6
5,27
6,38
7,24
0,15
1,1
2,9
3,41
4,28
5,38
6,28
7,42
8,15
9,27
0,23
1,28
2,17
0,9
1,27
2,28
3,16
4,16
5,37
0,11
1,19
2,38
3,37
4,37
5,6
6,28
0,15
1,6
2,14
3,27
4,28
5,16
6,28
0,0
1,10
2,28
3,17
4,14
5,16
6,16
0,0
1,14
2,15
3,24
4,38
5,28
6,38
7,38
8,37
9,39
10,26
11,9
0,24
1,9
2,16
3,40
4,1
0,9
1,14
2,23
3,36
4,17
5,30
6,37
7,4
8,39
9,30
10,27
0,8
1,22
2,23
3,27
4,2
0,19
1,0
0,28
1,9
2,27
3,23
4,37
5,16
6,17
7,39
8,42
0,7
1,27
2,28
3,28
4,5
0,9
1,16
2,28
3,16
0,25
1,11
2,9
3,37
4,37
5,27
6,9
0,9
1,5
2,38
3,15
0,37
1,23
2,9
3,31
4,1
5,15
6,37
7,26
8,38
0,28
1,1
2,40
0,30
1,0
2,3
3,38
4,17
5,16
6,28
7,17
8,41
0,23
1,5
2,16
3,25
4,38
5,40
0,11
0,5
1,23
2,3
3,28
4,27
5,28
6,16
0,14
1,36
2,5
3,38
4,38
0,19
1,37
2,17
3,24
0,8
1,30
2,7
3,27
4,15
5,16
6,14
7,38
0,1
1,5
2,15
3,26
0,15
1,28
2,29
3,17
4,0
5,10
0,17
1,23
2,1
0,8
1,36
2,25
3,17
4,37
5,27
6,42
0,6
1,24
2,42
0,16
1,1
2,1
3,18
4,37
5,28
6,28
7,18
8,15
9,37
10,5
11,27
12,38
0,16
1,30
2,23
3,31
0,0
1,28
2,37
3,39
4,37
5,4
0,0
1,8
2,14
3,8
4,38
5,38
6,26
7,4
0,5
1,24
2,36
0,0
1,43
2,37
3,3
4,9
5,27
6,27
7,33
0,23
1,5
2,42
3,27
4,37
5,40
6,8
7,38
0,23
1,25
2,31
3,27
4,28
5,4
0,26
1,23
2,40
3,37
4,15
0,11
0,26
1,17
2,17
3,31
0,5
1,28
0,23
1,41
2,26
3,7
4,7
0,18
1,25
2,25
3,31
4,7
5,3
6,2
0,19
1,7
2,29
3,17
4,37
5,37
6,16
0,1
1,5
2,7
3,37
4,7
5,16
6,40
0,15
1,41
2,39
3,39
4,16
5,23
0,1
1,31
2,17
3,16
4,37
5,16
6,16
7,5
8,26
9,26
10,17
11,28
12,17
13,4
14,16
15,15
16,37
0,8
1,28
2,12
3,37
4,41
5,27
6,16
0,1
1,26
2,30
3,15
4,23
5,25
6,26
0,15
1,0
2,27
3,5
4,23
5,23
6,28
0,23
1,15
2,37
3,5
4,17
5,18
6,35
7,38
8,38
9,27
0,11
1,38
2,37
3,17
4,27
5,38
6,26
0,15
1,8
2,26
3,17
0,1
1,9
2,27
3,29
4,31
0,23
1,37
2,4
3,16
4,15
5,7
0,9
1,23
2,25
3,42
4,19
5,26
6,16
0,1
1,17
2,26
3,38
0,28
1,16
2,36
3,17
4,37
5,27
6,17
7,15
8,27
0,23
1,38
2,28
3,38
4,5
5,38
6,15
7,38
0,15
1,43
2,38
3,4
4,17
5,38
0,31
1,23
2,28
3,28
4,7
5,15
6,27
7,28
0,28
1,40
2,39
3,17
4,15
0,5
1,30
2,23
3,26
4,15
5,38
6,27
0,35
1,29
2,24
3,1
4,41
0,23
1,28
2,3
3,26
4,6
0,23
1,23
2,5
3,1
4,38
5,38
6,39
0,25
1,42
2,38
3,39
4,5
5,41
0,36
1,7
2,8
3,37
4,37
5,37
6,25
7,41
8,27
9,16
0,9
1,39
2,36
3,39
4,27
0,10
1,31
2,22
3,37
4,40
5,15
6,27
7,16
8,27
0,23
1,17
2,25
3,26
4,27
0,9
1,5
2,16
3,36
4,16
5,37
0,4
1,9
2,37
3,15
4,29
5,38
6,15
7,43
0,9
1,25
2,17
3,16
4,4
0,5
1,27
2,15
3,8
4,15
5,36
6,25
7,39
0,9
1,39
2,1
3,26
4,43
5,18
6,27
7,25
0,3
1,8
2,8
3,16
4,28
5,27
0,43
1,37
2,28
3,37
4,6
5,37
0,23
1,17
2,41
3,27
4,5
5,39
6,27
7,17
8,4
9,40
0,26
1,43
0,9
1,19
2,26
3,23
4,36
5,38
6,38
7,12
0,1
1,34
0,15
1,18
2,30
0,19
1,37
2,37
3,17
0,30
1,23
2,3
3,5
4,28
5,24
6,38
7,27
8,17
0,0
1,11
2,28
3,37
4,37
5,27
0,6
1,10
0,7
1,38
2,40
3,16
4,14
5,27
6,28
7,37
8,27
0,1
1,43
2,41
3,17
4,16
5,28
6,26
0,5
1,1
2,39
3,7
4,17
0,5
1,15
2,37
0,28
1,15
2,17
3,16
4,27
0,39
1,31
2,28
3,36
4,26
5,27
6,27
7,28
0,5
1,26
2,41
3,15
4,38
5,12
0,10
1,24
2,17
3,40
4,17
5,16
6,15
7,40
8,37
0,9
1,36
2,38
3,27
4,38
5,42
6,27
0,19
1,23
2,40
3,38
4,4
5,7
6,27
7,16
0,36
1,41
2,8
3,27
4,15
5,27
6,15
7,38
0,25
1,27
2,25
3,8
4,37
0,24
1,3
2,2
3,30
4,17
5,16
6,39
7,16
8,37
0,0
1,24
2,16
3,26
4,10
5,41
6,15
7,3
8,5
9,37
10,38
0,9
1,23
2,37
3,17
4,7
5,4
0,26
1,16
2,1
3,43
4,37
5,37
6,28
7,27
8,37
0,23
1,37
2,38
3,24
4,37
5,38
6,38
7,25
8,17
0,10
1,43
2,27
3,39
4,19
0,15
1,23
2,40
3,5
4,28
0,0
1,37
2,38
3,27
4,38
5,38
6,17
7,38
8,17
0,23
1,37
2,43
3,28
4,14
5,8
6,7
7,38
0,11
1,39
2,14
3,37
0,39
1,28
2,37
0,1
1,43
0,30
1,16
2,36
3,38
4,7
5,23
0,28
1,23
2,27
3,38
4,15
5,17
6,17
0,23
1,17
2,7
3,38
4,15
5,37
6,37
0,10
1,40
2,6
3,24
4,8
5,23
0,19
1,23
2,23
3,25
4,39
5,4
6,28
7,39
0,31
1,39
2,39
3,14
4,17
5,16
6,38
7,42
8,17
9,39
0,24
1,3
2,19
3,26
4,17
5,38
6,14
7,42
8,25
0,43
1,31
0,1
1,31
2,5
3,11
0,7
1,14
2,17
3,38
4,17
5,38
6,26
0,28
1,43
2,30
3,38
4,26
5,37
0,8
1,23
2,17
3,37
4,17
5,41
0,3
1,26
2,27
3,4
0,1
1,9
2,3
3,39
4,18
5,16
6,27
7,38
8,38
0,36
1,15
2,24
3,18
0,31
1,36
2,17
3,25
4,37
5,29
6,37
7,9
0,23
1,37
2,17
3,5
4,14
5,27
6,18
7,4
0,43
1,23
2,5
3,39
4,38
5,36
6,42
7,37
8,37
9,28
10,37
0,23
1,9
2,14
3,27
4,38
0,31
1,16
2,23
3,23
4,38
5,26
6,15
7,39
8,7
0,1
1,17
2,29
3,39
4,39
0,9
1,38
2,16
3,9
4,26
5,17
6,39
7,6
8,38
9,27
10,38
0,43
1,23
2,38
3,28
4,36
0,28
1,27
2,23
0,25
1,30
2,9
3,8
4,16
5,5
6,28
0,25
1,39
2,15
3,26
4,8
0,23
1,5
2,15
3,39
0,15
1,4
2,30
3,24
