step,action
0,2
1,39
2,37
3,40
0,15
1,36
2,37
3,27
4,37
5,36
0,0
1,17
2,4
3,26
4,17
5,38
0,17
1,1
2,37
3,37
4,37
5,37
6,39
0,1
1,4
2,13
3,37
4,37
5,28
6,41
0,1
1,16
2,5
3,23
4,28
0,9
1,23
2,7
3,17
4,26
5,38
6,16
7,27
8,16
9,36
10,2
11,27
12,4
0,0
1,9
2,27
3,16
4,37
5,38
6,26
7,25
8,19
9,23
0,26
1,29
2,38
3,38
4,37
5,4
6,38
0,2
1,23
0,11
0,9
1,39
2,38
3,16
4,3
5,37
6,39
7,27
8,27
0,1
1,8
2,38
3,5
4,36
0,1
1,31
2,35
3,17
4,29
5,23
0,9
1,30
2,0
3,5
4,37
5,27
6,7
0,15
1,23
2,37
3,15
4,37
5,37
6,37
7,40
0,9
1,37
2,28
3,7
4,41
0,18
1,38
2,19
3,36
4,37
0,23
1,5
2,9
3,29
4,38
5,37
6,27
0,2
1,27
2,5
0,0
0,36
1,23
2,1
3,37
4,9
5,37
6,27
7,26
8,37
9,37
0,4
1,4
2,41
3,9
4,38
0,18
1,37
2,5
3,28
0,19
1,6
2,2
3,38
4,27
0,23
1,16
2,17
3,17
4,37
5,7
0,23
1,8
2,38
3,28
4,27
0,23
1,8
2,37
3,37
4,18
0,25
1,36
2,17
3,37
4,14
5,28
6,27
7,30
0,28
1,1
2,17
3,16
4,37
5,37
6,17
7,15
8,42
0,9
1,30
2,8
3,38
4,31
5,37
6,41
7,37
8,17
9,37
10,27
11,15
0,1
1,28
2,36
0,5
1,30
2,23
3,27
4,9
0,10
1,36
2,36
0,24
1,8
2,17
3,7
4,6
5,27
6,28
7,15
8,5
9,26
10,17
0,15
1,30
2,39
3,37
4,27
5,27
6,38
0,9
1,36
2,37
3,15
0,9
1,39
2,38
3,7
4,11
0,1
1,17
2,28
3,41
4,9
0,5
1,0
0,15
1,41
2,29
3,37
4,1
5,14
6,16
0,8
1,23
2,29
3,38
4,7
5,17
6,29
7,27
8,29
9,39
0,5
1,23
2,37
3,7
0,2
1,37
2,29
3,39
4,14
0,24
1,37
2,38
3,5
4,24
5,7
6,27
7,18
0,5
1,24
2,30
3,24
4,16
5,15
0,11
1,37
2,39
3,14
0,3
1,37
0,5
1,11
2,28
3,17
4,5
0,17
1,12
0,23
1,14
2,37
3,17
4,9
0,23
1,2
2,27
3,8
4,7
5,40
6,26
0,25
1,31
2,37
3,14
0,9
1,16
2,6
0,23
1,3
2,8
3,4
4,17
5,14
6,17
0,15
1,28
2,37
3,24
4,17
5,16
6,10
0,6
1,23
2,1
0,5
1,1
2,5
3,31
4,37
0,40
1,36
0,19
1,31
0,30
1,28
2,27
3,37
4,28
5,38
6,14
0,23
1,37
2,1
3,25
4,8
5,27
0,1
1,8
2,36
3,25
4,38
5,25
6,38
7,15
0,8
1,35
0,31
1,17
2,16
3,15
4,14
5,16
6,16
7,38
8,43
9,5
10,15
0,28
1,23
2,8
3,23
4,37
5,7
6,33
0,23
1,25
2,18
0,23
1,42
2,23
3,37
4,39
5,41
6,43
0,5
1,36
2,17
3,5
0,23
1,24
2,30
3,17
4,37
5,27
6,38
7,37
8,38
9,37
0,9
1,19
2,37
0,15
1,41
2,39
3,29
4,16
5,37
6,38
7,8
8,27
0,23
1,5
2,17
3,26
4,37
5,16
6,37
7,16
8,16
0,9
1,30
2,40
3,17
4,17
5,24
6,28
0,15
1,30
2,31
0,43
1,36
2,40
3,27
4,2
5,26
0,23
1,29
2,26
3,27
4,28
5,17
6,38
7,37
8,37
9,27
10,38
11,27
12,41
13,37
14,27
15,26
16,17
0,23
1,10
2,37
3,5
4,23
5,15
6,26
7,38
8,38
0,9
1,9
2,38
3,37
0,31
1,23
2,7
3,38
4,7
5,23
6,7
7,27
8,15
0,38
1,37
2,28
3,5
4,29
5,27
6,39
7,39
0,23
1,17
2,27
0,19
1,7
2,38
3,37
4,14
5,8
6,18
7,37
8,39
9,41
10,40
0,37
1,37
2,38
3,37
4,5
5,17
6,37
7,27
0,23
1,10
2,9
3,28
4,38
5,37
6,36
7,14
8,38
9,15
10,38
11,26
12,41
0,1
1,18
2,23
0,28
1,23
2,41
3,17
4,36
5,17
6,34
7,16
8,37
9,29
0,1
1,7
2,37
3,15
4,37
0,11
1,28
2,25
3,38
4,30
0,23
1,38
2,2
3,26
4,4
5,26
6,26
7,16
0,19
1,36
2,30
3,5
4,26
0,5
1,43
2,36
3,7
4,35
5,39
6,28
7,4
0,42
1,4
0,1
1,37
2,1
3,38
4,26
5,26
6,24
7,5
8,5
9,17
0,19
1,23
2,37
3,15
4,28
5,28
6,4
7,28
8,27
9,27
0,24
1,16
2,27
3,36
4,9
0,9
1,3
2,28
3,39
4,6
0,30
1,36
2,23
3,37
4,41
0,15
1,36
2,43
3,29
4,40
0,23
1,8
2,37
3,27
4,37
0,5
1,10
2,28
3,9
4,31
5,31
6,37
7,39
8,4
0,1
1,9
2,3
3,17
4,29
5,15
6,4
7,4
8,34
9,14
0,40
1,12
2,39
3,37
4,16
0,13
1,9
2,40
3,15
4,3
0,8
1,36
2,28
3,14
0,8
1,12
2,30
3,18
4,16
5,27
0,15
1,39
2,6
3,20
4,36
5,27
6,42
0,1
1,26
2,18
3,36
4,28
5,28
0,13
1,38
2,15
3,39
0,23
1,30
2,37
3,17
4,5
5,16
6,41
0,43
1,17
2,24
0,27
1,28
2,38
3,38
4,38
5,17
6,37
7,38
8,4
9,15
10,4
11,16
12,16
13,40
0,28
1,6
2,5
3,39
4,27
5,16
6,4
0,26
1,17
2,3
0,3
1,37
2,18
3,23
4,7
5,16
6,37
7,33
0,31
0,18
1,23
2,23
3,38
4,9
0,25
1,8
2,23
0,28
1,6
2,27
3,28
4,12
0,30
1,2
2,26
3,5
4,15
0,2
1,41
2,25
3,37
4,37
5,37
6,38
0,36
1,23
2,22
0,1
1,28
2,37
3,39
4,4
5,24
0,5
1,39
2,39
3,37
4,37
5,37
0,37
1,25
2,39
3,38
4,18
0,1
1,6
2,26
3,37
0,37
1,8
2,39
3,23
4,38
5,4
6,41
0,1
1,30
2,18
3,37
4,41
0,8
1,23
2,38
3,29
0,15
1,10
2,17
3,27
4,28
5,16
6,1
7,15
0,43
1,36
2,27
3,16
4,16
0,35
1,28
2,24
3,16
0,23
1,23
2,2
3,7
4,38
5,27
6,38
7,11
0,19
1,38
2,23
3,16
4,4
5,39
6,25
7,39
8,27
9,16
0,9
1,39
2,37
3,36
0,2
1,7
2,37
3,4
0,23
0,18
1,36
2,8
3,16
4,28
5,41
0,23
1,37
2,39
3,5
4,38
5,39
6,16
0,21
1,18
2,23
0,39
1,37
2,41
3,38
4,37
5,14
6,27
7,24
8,16
9,37
10,29
0,3
1,43
0,30
1,0
2,27
3,38
4,38
5,27
6,27
0,13
1,37
2,15
3,38
4,15
5,38
0,1
1,24
2,29
3,37
4,17
0,3
1,1
0,30
0,23
1,31
2,37
3,1
4,17
5,38
6,15
7,31
0,23
1,22
0,39
1,1
0,38
1,37
2,9
3,7
4,2
0,28
1,9
2,24
3,41
4,8
0,0
1,9
2,26
3,5
4,17
5,6
6,6
7,37
8,38
9,14
10,16
11,15
0,31
1,36
2,30
3,16
4,7
5,31
0,15
1,31
2,38
3,38
4,2
5,27
6,7
7,30
8,39
9,7
0,30
1,1
2,23
3,39
4,5
5,42
0,41
1,23
2,23
3,27
4,9
5,26
6,42
7,38
8,38
9,40
0,10
1,9
2,39
3,37
4,17
0,2
