animals,height
3,2.55
6,2.7
8,4.89
1,1.65
1,1.38
4,2.19
5,1.65
2,1.89
0,0.0
2,1.74
2,1.29
3,3.0
10,7.5
2,1.38
2,1.11
2,2.28
2,1.74
1,1.56
3,1.83
2,1.2
3,2.46
4,2.19
1,1.2
1,1.02
2,1.62
2,1.38
3,1.47
7,3.63
3,2.46
5,2.37
6,3.33
2,2.16
6,4.71
4,2.1
7,5.13
2,1.47
3,2.19
4,2.37
4,2.37
2,1.38
3,3.27
4,2.46
7,4.71
4,4.17
3,2.28
6,4.59
5,2.97
4,3.0
6,3.0
1,1.65
2,1.35
2,2.46
3,1.47
3,1.65
3,2.16
5,5.07
4,2.46
7,3.81
4,2.64
8,5.16
9,3.9
1,1.2
2,1.74
3,2.19
6,3.54
5,2.73
2,2.73
6,4.89
9,5.43
6,4.98
2,2.37
5,3.15
6,3.0
2,2.64
1,1.2
1,0.9
2,1.2
4,3.27
3,2.37
3,2.1
6,3.81
9,4.59
1,1.29
1,0.9
1,1.38
3,2.1
4,2.64
6,3.54
2,1.29
6,3.27
8,5.7
2,2.19
2,1.92
3,2.1
4,2.73
2,1.26
1,2.46
2,1.74
7,4.35
3,1.98
7,4.35
4,2.91
3,1.65
3,2.25
5,2.64
4,2.43
7,4.59
2,2.37
3,1.65
1,0.93
8,4.53
2,1.29
5,2.64
12,5.13
16,7.2
0,0.0
3,3.9
5,4.71
11,4.5
1,0.84
2,2.73
2,1.29
4,2.52
1,0.9
3,3.54
6,3.36
11,7.5
4,2.91
5,3.36
4,2.37
1,1.65
2,1.29
2,1.38
1,0.93
3,2.55
15,9.39
1,1.38
1,1.56
1,1.02
4,2.61
1,0.93
2,1.2
3,2.91
4,2.01
1,1.56
1,2.46
1,1.02
2,1.2
1,0.9
2,2.46
3,1.65
1,1.38
1,0.93
6,3.78
2,1.2
4,5.16
6,2.52
6,6.15
10,4.98
3,2.19
4,2.1
6,3.18
1,2.46
4,4.71
4,4.98
8,4.68
1,1.47
1,2.46
3,1.53
11,4.68
3,2.28
4,1.83
14,3.87
2,2.1
3,1.47
2,1.56
3,1.17
2,2.1
1,0.93
1,2.46
4,1.83
10,4.17
2,2.01
2,1.83
3,2.64
7,2.82
6,3.0
1,0.57
1,2.46
4,2.37
5,2.91
1,1.38
3,2.19
3,2.28
6,4.5
4,3.0
6,3.99
4,3.15
1,0.84
3,1.8
4,2.7
6,4.41
2,2.19
1,1.38
3,1.65
4,2.28
2,2.46
3,1.62
1,2.46
4,3.63
2,2.19
2,1.11
5,3.09
1,1.65
2,1.56
