step,action
0,36
1,4
2,28
3,5
0,36
1,36
2,4
3,6
0,29
1,6
2,9
3,12
4,38
5,6
6,28
0,10
1,24
2,28
3,16
4,25
5,6
6,6
0,36
1,23
2,15
3,38
4,15
5,28
6,6
7,6
8,38
0,23
1,37
2,15
3,36
4,6
5,6
6,37
7,6
8,6
0,24
1,30
2,28
3,5
4,6
0,28
1,6
2,6
3,15
4,25
5,40
6,15
7,6
8,6
9,6
0,25
1,5
2,8
0,10
1,15
2,23
0,23
1,15
2,30
3,4
4,6
5,24
6,28
7,26
8,38
9,26
10,6
0,6
1,26
2,28
3,16
4,6
0,14
1,27
2,12
3,28
0,23
1,6
2,2
3,4
4,28
5,28
6,7
7,15
8,37
9,42
10,27
11,23
0,31
1,6
2,38
3,28
4,28
5,6
6,25
0,10
1,19
2,5
3,14
4,14
5,28
6,6
7,15
8,5
9,6
10,6
11,6
12,6
13,6
14,25
15,36
16,6
17,38
0,6
1,31
2,9
3,6
4,5
5,25
0,19
1,6
2,6
3,38
4,17
0,15
1,28
2,2
0,23
1,10
2,5
3,28
4,31
0,10
1,28
2,19
3,6
4,12
5,4
0,9
1,5
2,31
3,17
4,6
5,6
6,25
0,30
1,6
0,15
1,28
2,9
3,37
4,28
0,6
1,5
2,39
3,15
0,6
1,28
2,21
0,37
1,4
2,7
3,37
4,16
5,6
0,31
1,25
2,6
3,6
4,6
5,27
6,6
7,6
8,25
0,36
1,37
2,28
3,40
0,5
1,10
0,23
1,28
2,6
3,28
4,6
5,15
6,14
7,26
8,25
0,15
1,36
0,2
1,15
2,28
3,25
4,28
5,28
0,36
1,27
2,6
0,6
1,7
0,23
1,10
0,9
1,15
2,1
3,6
4,27
5,37
0,8
1,6
0,23
1,30
2,6
3,6
4,6
5,6
6,6
7,6
8,6
9,6
10,25
0,36
1,39
2,28
3,27
0,29
1,6
0,23
1,23
0,14
1,15
2,6
3,28
4,6
0,23
1,6
2,28
3,15
4,6
0,13
1,36
2,5
3,4
0,14
1,5
2,38
3,6
4,38
5,6
0,23
1,28
2,15
3,5
0,29
1,9
2,28
3,6
4,6
5,6
6,35
0,10
0,23
1,17
2,25
3,10
0,5
1,38
2,36
3,6
0,28
1,6
2,28
3,5
0,15
1,15
2,15
3,15
4,36
5,6
6,6
7,38
8,6
0,28
1,16
2,5
3,23
0,14
1,12
0,9
1,6
2,6
3,12
4,38
0,30
1,6
2,38
3,25
0,23
1,14
2,15
3,17
4,25
5,15
6,6
7,6
0,38
1,36
2,38
3,28
4,6
0,19
1,26
2,25
0,6
1,28
2,25
3,28
4,28
0,31
1,15
2,27
3,28
4,6
5,6
0,5
1,10
2,6
3,6
4,6
0,5
1,38
2,28
3,6
4,6
0,28
1,23
2,15
3,25
4,25
5,6
0,9
1,5
2,5
3,23
4,6
5,6
6,25
7,6
0,6
1,31
2,6
3,6
4,14
5,15
6,6
0,9
1,36
2,37
3,6
4,39
5,6
6,6
7,6
8,6
9,6
10,6
11,42
0,23
1,15
2,4
3,28
0,37
1,15
2,28
3,6
0,9
1,10
0,10
1,9
2,6
3,6
4,25
5,28
6,6
7,6
8,6
9,6
10,6
0,23
1,24
2,28
3,6
4,6
5,38
6,6
0,23
1,9
2,28
3,6
4,25
0,24
1,2
2,6
3,6
4,5
0,14
1,29
2,6
3,28
4,6
5,37
0,31
1,14
2,28
3,6
4,6
5,28
6,28
0,40
1,25
0,35
1,38
2,28
3,27
0,37
1,28
2,28
3,1
0,23
1,28
2,37
3,15
4,28
5,37
6,27
7,25
8,26
9,6
10,6
0,30
1,25
2,25
3,5
0,14
1,28
2,6
0,36
1,37
2,23
3,15
4,25
5,15
0,6
1,6
2,29
0,10
0,14
1,25
2,6
3,37
4,5
0,38
1,25
2,14
3,6
0,24
1,28
2,31
3,25
4,6
5,6
6,15
7,8
0,23
1,15
2,6
0,9
1,15
2,28
3,6
4,38
5,6
6,6
7,6
0,2
1,38
2,27
3,25
4,14
5,15
6,6
7,38
8,30
9,6
0,13
1,5
2,28
3,25
4,38
5,6
6,40
0,10
1,9
2,6
3,6
4,9
0,24
1,38
2,16
3,14
4,6
5,6
6,6
0,9
1,37
2,6
3,6
4,6
5,6
0,23
1,37
2,28
0,9
1,31
0,15
1,14
2,2
0,15
1,9
2,28
3,15
4,14
0,37
1,25
2,28
3,6
4,38
5,15
6,6
0,15
1,10
2,2
3,37
4,6
5,30
0,9
1,10
0,8
1,39
2,15
0,23
1,36
2,28
3,4
