animals,height
4,3.72
8,4.44
5,3.06
6,4.44
8,5.97
8,5.25
5,3.72
4,3.18
5,3.45
11,8.13
7,3.36
2,1.53
3,1.2
8,4.53
12,5.97
1,1.2
12,8.67
3,2.82
8,4.14
9,6.42
3,2.1
8,3.87
10,5.79
11,9.84
10,5.79
1,0.93
4,2.73
12,8.22
3,2.46
13,11.19
5,4.44
5,2.37
3,2.19
10,7.68
10,5.79
4,2.97
3,3.27
9,5.43
5,2.07
7,4.44
9,4.44
9,4.89
6,3.54
4,3.18
9,5.07
4,3.27
6,4.23
4,1.92
9,5.88
2,1.38
3,3.45
2,1.56
4,3.45
3,1.92
2,1.17
14,9.03
2,1.2
6,2.91
8,3.9
6,5.25
6,3.96
5,3.96
4,3.45
5,3.54
5,2.64
3,2.1
2,1.08
3,1.65
5,3.0
5,3.24
3,2.55
3,3.0
10,5.88
11,8.49
4,1.62
2,2.01
8,4.89
3,3.0
4,2.64
8,4.26
4,2.88
4,2.73
3,2.46
2,1.38
12,6.3
8,4.26
4,2.28
6,3.18
1,1.56
4,1.92
5,2.01
10,5.61
7,2.82
15,7.32
8,5.97
13,6.33
5,2.19
9,4.98
4,3.06
10,5.97
8,4.08
3,2.46
6,4.44
6,3.45
1,1.29
4,3.18
10,6.06
6,3.9
3,2.46
9,4.8
2,1.38
6,3.9
2,1.83
4,2.64
6,3.54
1,0.93
4,2.28
5,3.0
10,4.68
8,4.53
7,4.44
4,2.37
9,5.61
9,4.5
11,6.42
10,5.7
5,2.19
10,4.5
11,8.55
3,2.28
1,1.38
4,2.1
5,3.36
7,3.09
3,2.91
6,3.99
2,2.46
6,3.72
3,1.74
3,3.45
1,1.17
3,2.01
5,3.0
7,5.13
2,1.92
6,3.9
5,3.54
3,2.19
12,4.53
10,6.51
5,2.19
3,2.46
9,4.8
0,0.0
2,1.74
1,1.74
11,5.61
13,10.38
7,3.63
3,2.88
6,2.73
4,3.06
5,3.0
8,5.88
9,6.24
7,2.82
8,5.16
2,1.17
5,2.64
4,1.74
1,1.74
2,1.92
3,1.65
3,1.89
5,2.79
6,2.28
8,4.8
3,1.8
3,3.45
6,3.81
8,4.17
3,2.19
4,2.46
1,1.92
2,2.37
1,1.47
5,2.64
3,1.29
1,1.92
5,3.81
1,1.65
7,4.71
3,1.92
1,1.92
7,6.3
4,2.01
8,3.99
5,5.43
4,2.46
11,6.51
7,3.45
8,5.52
12,8.94
8,3.9
3,1.56
2,1.56
6,4.53
5,3.72
15,10.83
4,2.73
7,4.71
8,3.9
2,1.2
2,1.74
8,4.35
2,3.0
3,3.45
9,4.98
5,3.0
9,7.23
10,5.16
3,2.55
6,3.18
6,3.27
4,3.9
14,7.86
6,2.01
3,2.01
9,3.9
4,4.44
2,2.46
6,5.34
7,3.0
2,2.01
2,1.29
3,2.55
4,2.55
2,1.29
12,5.16
8,5.16
4,1.53
7,3.72
8,4.08
16,8.49
5,3.36
5,2.37
2,1.38
5,2.46
13,5.61
2,1.56
3,2.64
9,5.34
2,2.46
9,7.5
4,2.07
11,8.13
5,1.74
7,4.05
14,5.22
12,8.46
13,14.7
4,2.82
3,2.91
7,5.25
5,3.99
10,3.78
1,1.38
5,3.78
4,3.72
11,5.97
7,4.17
5,2.46
4,2.64
9,4.17
3,1.8
1,1.38
3,2.19
5,2.55
9,5.79
4,4.08
8,3.9
7,5.43
6,2.91
6,4.26
11,7.02
3,3.54
9,4.35
10,7.23
5,5.16
2,1.38
3,2.01
11,6.69
8,4.68
3,2.37
4,2.55
6,4.62
4,2.46
4,2.82
6,3.36
5,3.09
6,4.41
2,1.65
6,3.72
7,3.63
4,2.1
4,3.36
2,1.2
4,2.1
9,7.77
3,2.28
1,1.38
12,11.64
9,6.33
7,3.99
6,3.9
1,1.2
5,2.16
6,2.37
9,4.35
12,8.04
5,2.73
3,1.74
13,8.31
4,2.97
4,2.37
4,2.19
5,2.55
8,3.69
6,3.81
8,6.48
10,5.43
9,5.25
12,8.76
10,5.43
4,2.43
4,2.37
8,5.61
5,3.33
9,5.16
14,8.37
3,1.83
8,4.17
10,6.42
7,5.97
6,3.27
8,3.81
7,7.23
5,2.91
3,2.55
5,2.28
5,2.46
5,2.46
4,2.19
6,4.53
5,2.55
1,1.08
7,6.42
7,5.25
6,3.36
3,2.19
5,2.73
6,3.81
5,3.45
6,3.45
6,5.4
6,2.79
12,6.06
7,4.53
5,2.55
8,4.71
3,1.47
5,4.35
9,4.17
4,4.8
6,3.54
6,3.99
5,2.73
8,6.6
6,4.62
5,4.53
9,6.06
8,5.61
4,3.81
8,5.25
5,3.99
10,5.97
9,5.79
4,2.73
9,3.72
8,5.07
9,5.79
3,3.36
5,3.63
4,2.82
10,7.47
5,3.81
3,2.19
4,2.64
6,3.45
5,2.46
11,6.6
5,3.36
13,10.38
6,3.18
12,8.4
5,3.24
2,2.19
4,3.09
6,5.25
9,5.79
6,4.98
14,8.04
7,3.6
6,4.53
2,1.56
