step,action
0,31
1,2
2,6
3,28
4,6
5,6
0,2
0,9
1,9
2,2
3,31
4,6
5,28
6,14
7,15
0,28
1,28
2,27
3,25
4,27
5,28
6,28
0,28
1,8
0,23
1,9
2,6
3,17
4,6
5,38
6,4
7,4
8,25
9,4
10,36
0,28
1,28
2,9
3,4
4,1
0,31
1,27
2,28
3,25
4,27
5,28
6,28
0,9
1,28
2,15
3,25
0,31
1,36
2,25
3,18
4,28
5,31
0,31
1,31
2,28
3,28
4,28
5,15
6,28
7,26
0,28
1,9
0,31
1,31
2,36
3,36
4,15
5,12
0,31
1,23
2,6
3,4
4,28
5,4
6,28
0,23
1,2
2,28
3,30
4,27
0,10
0,10
0,9
1,2
2,36
3,6
4,31
5,28
6,6
0,23
1,2
2,14
3,4
4,28
5,28
6,28
7,6
8,14
0,9
1,28
2,6
3,38
4,28
5,28
6,15
7,29
0,9
1,36
2,27
3,19
4,28
5,15
6,6
0,24
1,9
2,31
3,37
4,37
5,6
6,6
7,28
8,6
9,26
10,4
11,14
12,28
0,19
1,14
2,36
3,15
4,31
5,4
6,28
7,17
8,15
0,15
1,9
2,4
3,23
4,28
5,6
0,15
1,23
2,28
3,2
4,28
5,6
6,28
7,6
8,6
9,28
10,28
0,9
1,28
2,31
3,4
4,4
5,6
6,28
7,29
8,27
0,9
1,19
2,25
3,28
4,28
0,9
1,28
2,28
3,7
4,28
0,9
1,28
2,23
3,28
4,25
5,6
6,26
7,4
8,28
0,10
1,28
2,10
3,28
4,6
5,28
6,28
7,25
8,6
9,27
10,6
0,9
1,36
2,28
3,28
4,15
5,4
6,28
7,6
0,9
1,29
2,36
3,37
0,9
1,28
2,28
3,36
4,16
5,2
0,10
1,6
2,9
3,28
4,7
5,4
6,37
0,31
1,28
2,9
3,6
0,15
1,31
2,28
3,27
4,6
5,27
6,25
7,28
0,23
1,31
2,28
3,2
4,15
5,28
0,31
1,28
2,15
3,2
0,23
1,30
2,25
3,4
4,28
5,27
6,28
7,28
8,28
9,36
0,9
1,28
2,28
3,28
4,25
5,28
6,6
7,6
0,4
1,28
2,28
3,25
4,2
0,9
1,28
2,37
3,6
4,28
5,6
6,15
0,10
1,23
2,29
3,28
4,28
5,28
0,9
1,28
2,28
3,5
4,28
0,36
1,30
2,2
3,37
4,28
5,25
6,38
7,23
0,31
1,36
2,28
3,2
4,37
5,4
0,9
1,28
2,28
3,28
4,25
5,15
6,36
0,36
1,19
2,14
3,36
4,3
5,4
6,6
0,23
1,23
2,2
3,4
0,9
1,28
2,28
3,31
4,4
0,9
1,10
2,26
3,28
4,28
5,4
0,28
1,9
2,25
3,19
4,15
5,28
6,6
7,6
8,28
0,28
1,9
2,37
3,28
4,28
5,6
0,31
1,15
2,2
3,31
4,28
5,9
0,28
1,6
0,31
1,23
2,2
3,25
4,28
5,25
6,37
7,37
8,28
0,9
1,28
2,28
3,28
4,28
5,36
6,16
0,31
1,28
2,37
3,28
4,15
0,31
1,2
2,9
0,9
1,27
2,31
3,28
4,28
5,6
6,36
0,15
1,9
2,36
3,25
4,6
5,4
6,27
0,28
1,28
2,37
3,31
4,28
5,28
6,37
7,37
8,14
0,9
1,28
2,6
3,28
4,28
5,15
0,10
1,15
2,15
3,30
4,6
5,25
0,31
1,2
2,4
3,28
4,28
0,31
1,31
2,36
3,4
0,10
1,15
2,27
3,6
4,4
5,30
6,28
7,37
0,23
1,28
2,36
3,30
0,23
1,28
2,6
3,36
4,14
5,28
0,36
1,4
2,4
3,28
0,28
1,10
2,5
0,31
1,25
2,15
0,37
1,25
2,31
3,4
4,4
5,28
6,28
0,23
1,9
2,6
3,28
4,4
5,25
6,28
7,4
8,26
9,27
10,28
0,23
1,6
2,31
3,28
4,15
5,36
6,31
0,36
1,14
2,3
3,28
4,37
5,6
6,28
0,9
1,9
2,36
3,37
4,15
5,27
6,36
7,4
8,28
0,36
1,27
2,4
3,5
0,10
1,25
2,5
3,28
4,6
5,6
0,31
1,2
2,28
3,26
0,23
1,2
2,28
3,28
4,31
5,6
6,4
7,6
8,28
9,28
10,28
11,28
0,10
1,28
2,25
3,28
4,4
5,27
6,6
7,6
8,37
9,5
0,31
1,36
2,31
3,37
4,28
5,6
6,27
7,25
8,25
9,4
10,37
0,23
1,15
2,28
3,26
4,9
0,28
1,28
2,28
3,4
0,15
1,2
2,28
3,37
4,27
5,2
0,10
1,28
2,25
3,6
4,4
5,28
0,9
1,28
2,6
3,2
0,29
1,28
2,10
0,9
1,28
2,25
3,28
4,28
5,28
6,6
7,4
0,10
1,6
2,28
3,6
0,10
1,37
2,28
3,37
4,6
0,23
1,31
2,4
3,28
4,37
5,4
0,36
1,19
2,28
3,2
0,9
1,25
2,9
3,28
4,5
0,31
1,25
2,23
3,23
4,28
5,4
6,35
0,2
1,2
2,24
0,24
1,9
2,15
3,28
4,6
5,25
0,2
1,28
2,25
3,31
4,28
5,28
6,4
7,6
8,6
0,10
1,6
2,6
3,28
4,4
5,6
0,10
1,28
2,38
3,6
4,26
5,15
6,5
7,28
8,6
9,6
10,25
0,36
1,27
2,31
3,26
4,12
0,9
1,7
2,26
3,7
4,28
5,27
0,36
1,10
2,29
3,4
4,28
5,6
6,28
7,28
8,28
0,12
0,9
1,28
2,6
3,25
4,6
5,28
6,6
7,28
8,26
9,15
10,28
0,9
1,28
2,27
0,9
1,7
2,28
3,27
